title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date,city,price_per_bedroom,price_category,month_posted,property_category
stunning 4 bedroom detached duplex,stunning 4 bedroom detached duplex/house for sale,ikoyi lagos,1600000000.0,4.0,4.0,,2025-10-19,11 Nov 2025,Lagos,400000000.0,High,2025-10,detached duplex
5 bedroom maisonette,5 bedroom maisonette/house for sale,lekki phase 1 lekki lagos,300000000.0,5.0,5.0,,2025-10-22,11 Nov 2025,Lagos,60000000.0,High,2025-10,house
4 bedroom semi detached duplex,4 bedroom semi detached duplex/house for sale,chevron lekki lagos,200000000.0,4.0,4.0,,2025-10-21,11 Nov 2025,Lagos,50000000.0,High,2025-10,semi detached duplex
lovely 3 bedroom apartment,lovely 3 bedroom apartment/house for sale,orchid lekki lagos,90000000.0,3.0,3.0,,2025-10-20,11 Nov 2025,Lagos,30000000.0,High,2025-10,flat/apartment
newly built 4 bedroom fully detached duplex,newly built 4 bedroom fully detached duplex/house for sale,igbo efon lekki lagos,220000000.0,4.0,5.0,,2025-10-18,11 Nov 2025,Lagos,55000000.0,High,2025-10,fully detached
3 bedroom apartment,3 bedroom apartment/house for sale,orchid lekki lagos,85000000.0,3.0,3.0,,2025-10-22,11 Nov 2025,Lagos,28333333.333333332,High,2025-10,flat/apartment
3 bedroom terrace duplex,3 bedroom terrace duplex/house for sale,ikota lekki lagos,120000000.0,3.0,3.0,,2025-10-22,11 Nov 2025,Lagos,40000000.0,High,2025-10,house
2 bedroom apartment,2 bedroom apartment/house for sale,victoria island lagos,290000000.0,2.0,2.0,,2025-10-21,11 Nov 2025,Lagos,145000000.0,High,2025-10,flat/apartment
4 bedroom semi detached duplex,4 bedroom semi detached duplex/house for sale,lekki phase 1 lekki lagos,550000000.0,4.0,4.0,,2025-10-21,11 Nov 2025,Lagos,137500000.0,High,2025-10,semi detached duplex
4 bedroom terrace duplex with bq,4 bedroom terrace duplex with bq/house for sale,ikate lekki lagos,310000000.0,4.0,4.0,,2025-10-23,11 Nov 2025,Lagos,77500000.0,High,2025-10,house
lovely 3 bedroom terraced duplex,lovely 3 bedroom terraced duplex/house for sale,"lagos business school, ajah lagos",90000000.0,3.0,3.0,,2025-10-20,11 Nov 2025,Lagos,30000000.0,High,2025-10,terraced duplex
stunning 2 bedroom apartment,stunning 2 bedroom apartment/house for sale,lekki phase 1 lekki lagos,300000000.0,2.0,2.0,,2025-10-07,11 Nov 2025,Lagos,150000000.0,High,2025-10,flat/apartment
lovely 4 bedroom semi detached duplex,lovely 4 bedroom semi detached duplex/house for sale,orchid lekki lagos,180000000.0,4.0,4.0,,2025-10-20,11 Nov 2025,Lagos,45000000.0,High,2025-10,semi detached duplex
brand new smart home with parking for 10 cars in omole,brand new smart home with parking for 10 cars in omole/house for sale,omole phase 1 ikeja lagos ikeja lagos,600000000.0,5.0,6.0,,2025-05-15,11 Nov 2025,Lagos,120000000.0,High,2025-05,house
stunning 4 bedroom penthouse,stunning 4 bedroom penthouse/house for sale,victoria island lagos,550000000.0,4.0,4.0,,2025-10-20,11 Nov 2025,Lagos,137500000.0,High,2025-10,house
lovely 3 bedroom terraced duplex,lovely 3 bedroom terraced duplex/house for sale,orchid lekki lagos,130000000.0,3.0,3.0,,2025-10-21,11 Nov 2025,Lagos,43333333.333333336,High,2025-10,terraced duplex
lovely 5 bedroom detached duplex,lovely 5 bedroom detached duplex/house for sale,ikota lekki lagos,300000000.0,4.0,4.0,,2025-10-12,11 Nov 2025,Lagos,75000000.0,High,2025-10,detached duplex
4 bedroom terrace duplex,4 bedroom terrace duplex/house for sale,ikate lekki lagos,300000000.0,4.0,4.0,,2025-10-07,11 Nov 2025,Lagos,75000000.0,High,2025-10,house
massive 4 bedroom terraced duplex,massive 4 bedroom terraced duplex/house for sale,ikoyi lagos,1400000000.0,4.0,4.0,,2025-10-19,11 Nov 2025,Lagos,350000000.0,High,2025-10,terraced duplex
2 bedroom apartment,2 bedroom apartment/house for sale,ikate lekki lagos,140000000.0,2.0,2.0,,2025-10-23,11 Nov 2025,Lagos,70000000.0,High,2025-10,flat/apartment
4 bedroom terrace duplex,4 bedroom terrace duplex/house for sale,chevron lekki lagos,200000000.0,4.0,4.0,,2025-10-23,11 Nov 2025,Lagos,50000000.0,High,2025-10,house
3 bedroom maisonette with bq,3 bedroom maisonette with bq/house for sale,ikoyi lagos,1000000000.0,3.0,3.0,,2025-10-23,11 Nov 2025,Lagos,333333333.3333333,High,2025-10,house
4 bedroom fully detached duplex,4 bedroom fully detached duplex/house for sale,victory park estate lekki phase 1 lekki lagos,780000000.0,4.0,4.0,,2025-10-18,11 Nov 2025,Lagos,195000000.0,High,2025-10,fully detached
massive 6 bedroom detached duplex,massive 6 bedroom detached duplex/house for sale,ikate lekki lagos,2000000000.0,6.0,6.0,,2025-10-19,11 Nov 2025,Lagos,333333333.3333333,High,2025-10,detached duplex
4 bedroom semi detached duplex,4 bedroom semi detached duplex/house for sale,ajah lagos,145000000.0,4.0,4.0,,2025-10-08,11 Nov 2025,Lagos,36250000.0,High,2025-10,semi detached duplex
4 bedroom detached duplex,4 bedroom detached duplex/house for sale,ikota lekki lagos,220000000.0,4.0,4.0,,2025-10-21,11 Nov 2025,Lagos,55000000.0,High,2025-10,detached duplex
3 bedroom semi detached duplex,3 bedroom semi detached duplex/house for sale,ikota lekki lagos,160000000.0,3.0,3.0,,2025-10-22,11 Nov 2025,Lagos,53333333.333333336,High,2025-10,semi detached duplex
stunning 4 bedroom detached duplex,stunning 4 bedroom detached duplex/house for sale,ikate lekki lagos,300000000.0,4.0,4.0,,2025-10-21,11 Nov 2025,Lagos,75000000.0,High,2025-10,detached duplex
lovely 2 bedroom apartment,lovely 2 bedroom apartment/house for sale,victoria island lagos,450000000.0,2.0,2.0,,2025-10-19,11 Nov 2025,Lagos,225000000.0,High,2025-10,flat/apartment
lovely 5 bedroom detached duplex,lovely 5 bedroom detached duplex/house for sale,ikate lekki lagos,980000000.0,5.0,5.0,,2025-10-19,11 Nov 2025,Lagos,196000000.0,High,2025-10,detached duplex
lovely 4 bedroom detached duplex,lovely 4 bedroom detached duplex/house for sale,ikota lekki lagos,280000000.0,4.0,4.0,,2025-10-12,11 Nov 2025,Lagos,70000000.0,High,2025-10,detached duplex
stunning 3 bedroom terrace duplex,stunning 3 bedroom terrace duplex/house for sale,orchid lekki lagos,95000000.0,3.0,3.0,,2025-10-23,11 Nov 2025,Lagos,31666666.666666668,High,2025-10,house
lovely 3 bedroom maisonette,lovely 3 bedroom maisonette/house for sale,"freedom way, lekki lagos",350000000.0,3.0,3.0,,2025-10-20,11 Nov 2025,Lagos,116666666.66666667,High,2025-10,house
affordable 2 bedroom apartment,affordable 2 bedroom apartment/house for sale,ikate lekki lagos,220000000.0,2.0,2.0,,2025-10-14,11 Nov 2025,Lagos,110000000.0,High,2025-10,flat/apartment
contemporary 4 bedroom semi detached duplex,contemporary 4 bedroom semi detached duplex/house for sale,orchid lekki lagos,200000000.0,4.0,4.0,,2025-10-12,11 Nov 2025,Lagos,50000000.0,High,2025-10,semi detached duplex
4 bedroom detached duplex,4 bedroom detached duplex/house for sale,victory park estate osapa london lekki lagos,1000000000.0,4.0,4.0,,2025-10-09,11 Nov 2025,Lagos,250000000.0,High,2025-10,detached duplex
lovely 2 bedroom apartment,lovely 2 bedroom apartment/house for sale,lekki phase 1 lekki lagos,190000000.0,2.0,2.0,,2025-10-21,11 Nov 2025,Lagos,95000000.0,High,2025-10,flat/apartment
stunning 5 bedroom detached duplex,stunning 5 bedroom detached duplex/house for sale,idado lekki lagos,260000000.0,5.0,5.0,,2025-10-08,11 Nov 2025,Lagos,52000000.0,High,2025-10,detached duplex
4 bedroom semi detached duplex with bq,4 bedroom semi detached duplex with bq/house for sale,ikate lekki lagos,300000000.0,4.0,4.0,,2025-10-23,11 Nov 2025,Lagos,75000000.0,High,2025-10,semi detached duplex
4 bedroom terraced duplex,4 bedroom terraced duplex/house for sale,"lekki aviation town, granville, majestic bay, & the parliament, ibeju lekki lagos",2167692.0,4.0,4.0,,2025-08-05,11 Nov 2025,Lagos,541923.0,Low,2025-08,terraced duplex
spacious 5 bedroom detached duplex,spacious 5 bedroom detached duplex/house for sale,ajah lagos,250000000.0,5.0,5.0,,2025-10-09,11 Nov 2025,Lagos,50000000.0,High,2025-10,detached duplex
4 bedroom semi detached duplex with bq,4 bedroom semi detached duplex with bq/house for sale,ikota lekki lagos,200000000.0,4.0,4.0,,2025-10-21,11 Nov 2025,Lagos,50000000.0,High,2025-10,semi detached duplex
lovely 4 bedroom terraced duplex,lovely 4 bedroom terraced duplex/house for sale,ikate lekki lagos,350000000.0,4.0,4.0,,2025-10-20,11 Nov 2025,Lagos,87500000.0,High,2025-10,terraced duplex
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,ajah lagos,280000000.0,5.0,5.0,,2025-09-30,11 Nov 2025,Lagos,56000000.0,High,2025-09,detached duplex
stunning 4 bedroom semi detached duplex,stunning 4 bedroom semi detached duplex/house for sale,ologolo lekki lagos,200000000.0,4.0,4.0,,2025-10-09,11 Nov 2025,Lagos,50000000.0,High,2025-10,semi detached duplex
stunning 4 bedroom terraced duplex,stunning 4 bedroom terraced duplex/house for sale,ikoyi lagos,1400000000.0,4.0,4.0,,2025-10-14,11 Nov 2025,Lagos,350000000.0,High,2025-10,terraced duplex
2 bedroom apartment,2 bedroom apartment/flat / apartment for sale,lekki phase 1 lekki lagos,220000000.0,2.0,,,2025-08-15,11 Nov 2025,Lagos,110000000.0,High,2025-08,flat/apartment
massive 5 bedroom detached duplex,massive 5 bedroom detached duplex/house for sale,megamound estate ikota lekki lagos,550000000.0,5.0,5.0,,2025-10-19,11 Nov 2025,Lagos,110000000.0,High,2025-10,detached duplex
lovely 4 bedroom detached duplex,lovely 4 bedroom detached duplex/house for sale,orchid lekki lagos,300000000.0,4.0,4.0,,2025-10-21,11 Nov 2025,Lagos,75000000.0,High,2025-10,detached duplex
2 bedroom apartment with gym pool elevator,2 bedroom apartment with gym pool elevator/flat / apartment for sale,ikota lekki phase 2 lekki lagos,140000000.0,2.0,2.0,,2025-10-18,11 Nov 2025,Lagos,70000000.0,High,2025-10,flat/apartment
4 bedroom terrace duplex,4 bedroom terrace duplex/house for sale,new road lekki lagos,150000000.0,4.0,4.0,,2025-10-22,11 Nov 2025,Lagos,37500000.0,High,2025-10,house
stunning 5 bedroom detached duplex,stunning 5 bedroom detached duplex/house for sale,ikate lekki lagos,420000000.0,5.0,5.0,,2025-10-07,11 Nov 2025,Lagos,84000000.0,High,2025-10,detached duplex
5 bedroom detached duplex with bq,5 bedroom detached duplex with bq/house for sale,orchid lekki lagos,350000000.0,5.0,5.0,,2025-10-21,11 Nov 2025,Lagos,70000000.0,High,2025-10,detached duplex
spacious 4 bedroom semi detached duplex,spacious 4 bedroom semi detached duplex/house for sale,ajah lagos,140000000.0,4.0,4.0,,2025-10-09,11 Nov 2025,Lagos,35000000.0,High,2025-10,semi detached duplex
luxury 5 bedroom detached duplex,luxury 5 bedroom detached duplex/house for sale,ikota lekki lagos,350000000.0,5.0,5.0,,2025-10-12,11 Nov 2025,Lagos,70000000.0,High,2025-10,detached duplex
complex of 30 shops,complex of 30 shops/commercial property for sale,gate iwo road iwo rd ibadan oyo,500000000.0,,,,2025-08-20,11 Nov 2025,Oyo,,High,2025-08,plaza / complex / mall
4 bedroom semi detached duplex with bq,4 bedroom semi detached duplex with bq/house for sale,orchid lekki lagos,210000000.0,4.0,4.0,,2025-10-21,11 Nov 2025,Lagos,52500000.0,High,2025-10,semi detached duplex
contemporary 5 bedroom detached duplex,contemporary 5 bedroom detached duplex/house for sale,ajah lagos,300000000.0,5.0,5.0,,2025-10-09,11 Nov 2025,Lagos,60000000.0,High,2025-10,detached duplex
5 bedroom fully detached duplex,5 bedroom fully detached duplex/house for sale,chevron lekki lagos,750000000.0,5.0,5.0,,2025-10-19,11 Nov 2025,Lagos,150000000.0,High,2025-10,fully detached
lovely 3 bedroom apartment,lovely 3 bedroom apartment/house for sale,victoria island lagos,480000000.0,3.0,3.0,,2025-10-19,11 Nov 2025,Lagos,160000000.0,High,2025-10,flat/apartment
lovely 2 bedroom apartment,lovely 2 bedroom apartment/house for sale,orchid lekki lagos,90000000.0,2.0,2.0,,2025-10-21,11 Nov 2025,Lagos,45000000.0,High,2025-10,flat/apartment
beautiful 4 bedroom penthouse,beautiful 4 bedroom penthouse/house for sale,victoria island lagos,960000000.0,4.0,4.0,,2025-10-19,11 Nov 2025,Lagos,240000000.0,High,2025-10,house
lovely 6 bedroom detached duplex,lovely 6 bedroom detached duplex/house for sale,ikate lekki lagos,700000000.0,5.0,5.0,,2025-10-19,11 Nov 2025,Lagos,140000000.0,High,2025-10,detached duplex
new 4 bedroom terraced duplex,new 4 bedroom terraced duplex/house for sale,"magodo phase 2, magodo gra phase 1 ojodu lagos",300000000.0,4.0,5.0,,2025-10-16,11 Nov 2025,Lagos,75000000.0,High,2025-10,terraced duplex
2 bedroom apartment,2 bedroom apartment/house for sale,ologolo lekki lagos,130000000.0,2.0,2.0,,2025-10-23,11 Nov 2025,Lagos,65000000.0,High,2025-10,flat/apartment
lovely 5 bedroom detached duplex,lovely 5 bedroom detached duplex/house for sale,orchid lekki lagos,350000000.0,5.0,5.0,,2025-10-21,11 Nov 2025,Lagos,70000000.0,High,2025-10,detached duplex
5 bedroom semi detached house,5 bedroom semi detached house/house for sale,ikate lekki lagos,900000000.0,5.0,6.0,,2025-09-24,11 Nov 2025,Lagos,180000000.0,High,2025-09,semi detached duplex
5 bedroom fully detached duplex,5 bedroom fully detached duplex/house for sale,ikate lekki lagos,980000000.0,5.0,6.0,,2025-10-09,11 Nov 2025,Lagos,196000000.0,High,2025-10,fully detached
4 bedroom penthouse with bq,4 bedroom penthouse with bq/flat apartment for sale,victoria island lagos,1000000000.0,4.0,5.0,,2025-10-09,11 Nov 2025,Lagos,250000000.0,High,2025-10,flat/apartment
1 bedroom apartment,1 bedroom apartment/flat apartment for sale,victoria island lagos,130000000.0,1.0,2.0,,2025-09-24,11 Nov 2025,Lagos,130000000.0,High,2025-09,flat/apartment
5 bedroom terraced duplex with pool/gym,5 bedroom terraced duplex with pool/gym/house for sale,ikoyi lagos,1400000000.0,5.0,6.0,,2025-10-21,11 Nov 2025,Lagos,280000000.0,High,2025-10,terraced duplex
2 bedroom apartment,2 bedroom apartment/flat apartment for sale,oniru victoria island lagos,295000000.0,2.0,3.0,,2025-10-21,11 Nov 2025,Lagos,147500000.0,High,2025-10,flat/apartment
4 bedroom semi detached duplex,4 bedroom semi detached duplex/house for sale,ikoyi lagos,1200000000.0,4.0,4.0,,2025-10-28,11 Nov 2025,Lagos,300000000.0,High,2025-10,semi detached duplex
5 bedroom fully detached duplex,5 bedroom fully detached duplex/house for sale,lekki phase 1 lekki lagos,1300000000.0,5.0,6.0,,2025-09-26,11 Nov 2025,Lagos,260000000.0,High,2025-09,fully detached
5 bedroom fully detached duplex with bq,5 bedroom fully detached duplex with bq/house for sale,ikota lekki lagos,420000000.0,5.0,6.0,,2025-10-09,11 Nov 2025,Lagos,84000000.0,High,2025-10,fully detached
5 bedroom fully detached duplex with bq,5 bedroom fully detached duplex with bq/house for sale,ikoyi lagos,2300000000.0,5.0,6.0,,2025-10-21,11 Nov 2025,Lagos,460000000.0,High,2025-10,fully detached
newly built 4 bedroom semi detached duplex,newly built 4 bedroom semi detached duplex/house for sale,chevron lekki lagos,260000000.0,4.0,5.0,,2025-10-09,11 Nov 2025,Lagos,65000000.0,High,2025-10,semi detached duplex
5 bedroom detached duplex,5 bedroom detached duplex/house for sale,orchid lekki lagos,500000000.0,5.0,6.0,,2025-09-24,11 Nov 2025,Lagos,100000000.0,High,2025-09,detached duplex
contemporary 6 bedroom detached duplex,contemporary 6 bedroom detached duplex/house for sale,chevron lekki lagos,750000000.0,6.0,7.0,,2025-09-26,11 Nov 2025,Lagos,125000000.0,High,2025-09,detached duplex
2 bedroom apartment,2 bedroom apartment/flat apartment for sale,victoria island lagos,200000000.0,2.0,3.0,,2025-09-24,11 Nov 2025,Lagos,100000000.0,High,2025-09,flat/apartment
400.628sqm land,400.628sqm land/land for sale,"megamound estate, lekki lagos",240000000.0,,,,2025-10-28,11 Nov 2025,Lagos,,High,2025-10,land
newly built 4 bedroom detached duplex with bq,newly built 4 bedroom detached duplex with bq/house for sale,allen avenue ikeja lagos,470000000.0,4.0,,,2025-10-28,11 Nov 2025,Lagos,117500000.0,High,2025-10,detached duplex
4 bedroom maisonette,4 bedroom maisonette/house for sale,lekki phase 1 lekki lagos,400000000.0,4.0,,,2025-09-08,11 Nov 2025,Lagos,100000000.0,High,2025-09,house
"1,350sqm land","1,350sqm land/land for sale",atunranse estate gbagada lagos,400000000.0,,,,2025-10-28,11 Nov 2025,Lagos,,High,2025-10,land
land measuring 680sqm,land measuring 680sqm/land for sale,chevy view estate lekki lagos,300000000.0,,,,2025-10-27,11 Nov 2025,Lagos,,High,2025-10,land
blocks of flats,blocks of flats/flat apartment for sale,"o mark bus stop , off igando lasu road, ikotun igando lagos",140000000.0,4.0,,,2025-10-27,11 Nov 2025,Lagos,35000000.0,High,2025-10,flat/apartment
4 bedroom flat,4 bedroom flat/flat apartment for sale,"lsdpc, adekunle yaba lagos",85000000.0,4.0,,,2025-10-27,11 Nov 2025,Lagos,21250000.0,High,2025-10,flat/apartment
4 bedroom terraced duplex with bq,4 bedroom terraced duplex with bq/house for sale,lekki phase 1 lekki lagos,450000000.0,4.0,,,2025-10-28,11 Nov 2025,Lagos,112500000.0,High,2025-10,terraced duplex
3 bedroom detached bungalow+ bq,3 bedroom detached bungalow+ bq/house for sale,"afin iyanu, off ologuneru, ibadan oyo",60000000.0,3.0,,,2025-10-27,11 Nov 2025,Oyo,20000000.0,High,2025-10,bungalow
5 bedroom detached villa with bq,5 bedroom detached villa with bq/house for sale,old ikoyi ikoyi lagos,7190000000.0,5.0,5.0,,2025-11-07,11 Nov 2025,Lagos,1438000000.0,High,2025-11,house
3 bedroom apartment with bq,3 bedroom apartment with bq/flat apartment for sale,ikoyi lagos,1222300000.0,3.0,3.0,,2025-11-08,11 Nov 2025,Lagos,407433333.3333333,High,2025-11,flat/apartment
2 bedroom apartment,2 bedroom apartment/house for sale,life camp abuja,47500000.0,2.0,2.0,,2025-10-03,11 Nov 2025,Abuja,23750000.0,Mid,2025-10,flat/apartment
5 bedroom detached duplex with bq,5 bedroom detached duplex with bq/house for sale,omole phase 1 ojodu lagos,700000000.0,5.0,5.0,,2025-11-06,11 Nov 2025,Lagos,140000000.0,High,2025-11,detached duplex
4 bedroom massionette with bq,4 bedroom massionette with bq/house for sale,ikoyi lagos,4314000000.0,4.0,4.0,,2025-11-08,11 Nov 2025,Lagos,1078500000.0,High,2025-11,house
newly built 5 bedroom detached duplex,newly built 5 bedroom detached duplex/house for sale,ikeja gra ikeja lagos,1000000000.0,5.0,5.0,,2025-11-06,11 Nov 2025,Lagos,200000000.0,High,2025-11,detached duplex
newly built 5 bedroom detached duplex with bq,newly built 5 bedroom detached duplex with bq/house for sale,lekki phase 1 lekki lagos,1500000000.0,5.0,5.0,,2025-11-05,11 Nov 2025,Lagos,300000000.0,High,2025-11,detached duplex
newly built 5 bedroom detached duplex with bq,newly built 5 bedroom detached duplex with bq/house for sale,lekki lagos,550000000.0,5.0,5.0,,2025-11-10,11 Nov 2025,Lagos,110000000.0,High,2025-11,detached duplex
luxury 2 bedroom apartment with pool,luxury 2 bedroom apartment with pool/flat apartment for sale,ologolo lekki lagos,135000000.0,2.0,2.0,,2025-11-10,11 Nov 2025,Lagos,67500000.0,High,2025-11,flat/apartment
newly built 5 bedroom detached duplex with pool,newly built 5 bedroom detached duplex with pool/house for sale,ajah lagos,220000000.0,5.0,5.0,,2025-11-10,11 Nov 2025,Lagos,44000000.0,High,2025-11,detached duplex
5 bedroom detached duplex with bq,5 bedroom detached duplex with bq/house for sale,ogudu gra ogudu lagos,670000000.0,5.0,5.0,,2025-11-06,11 Nov 2025,Lagos,134000000.0,High,2025-11,detached duplex
2 bedroom apartment,2 bedroom apartment/flat apartment for sale,lekki phase 1 lekki lagos,280000000.0,2.0,2.0,,2025-11-06,11 Nov 2025,Lagos,140000000.0,High,2025-11,flat/apartment
newly built 5 bedroom fully detached duplex,newly built 5 bedroom fully detached duplex/house for sale,ikota lekki lagos,150000000.0,4.0,4.0,,2025-10-27,11 Nov 2025,Lagos,37500000.0,High,2025-10,fully detached
newly built 3 bedroom apartment with bq,newly built 3 bedroom apartment with bq/flat apartment for sale,lekki phase 1 lekki lagos,350000000.0,3.0,3.0,,2025-11-05,11 Nov 2025,Lagos,116666666.66666667,High,2025-11,flat/apartment
newly built 4 bedroom semi detached duplex with lounge,newly built 4 bedroom semi detached duplex with lounge/house for sale,ajah lagos,150000000.0,4.0,4.0,,2025-11-10,11 Nov 2025,Lagos,37500000.0,High,2025-11,semi detached duplex
3 bedroom apartment,3 bedroom apartment/flat apartment for sale,lekki phase 1 lekki lagos,360000000.0,3.0,3.0,,2025-11-06,11 Nov 2025,Lagos,120000000.0,High,2025-11,flat/apartment
newly built 4 bedroom semi detached duplex,newly built 4 bedroom semi detached duplex/house for sale,ikeja gra ikeja lagos,750000000.0,4.0,4.0,,2025-11-06,11 Nov 2025,Lagos,187500000.0,High,2025-11,semi detached duplex
luxury 5 bedroom detached duplex with bq,luxury 5 bedroom detached duplex with bq/house for sale,banana island ikoyi lagos,3500000000.0,5.0,5.0,,2025-11-10,11 Nov 2025,Lagos,700000000.0,High,2025-11,detached duplex
beautiful luxury 2 bedroom apartment with pool,beautiful luxury 2 bedroom apartment with pool/flat apartment for sale,ologolo lekki lagos,130000000.0,2.0,2.0,,2025-11-10,11 Nov 2025,Lagos,65000000.0,High,2025-11,flat/apartment
